Date,Open,High,Low,Close,Adj Close,Volume
2000-06-19,16.111111,16.685555,16.068888,16.383333,10.131666,35595090
2000-06-20,16.577778,17.006666,16.444445,16.697777,10.326122,38012490
2000-06-21,16.888887,16.991112,15.933333,16.110001,9.962634,27444105
2000-06-22,16.088888,16.533333,15.777777,16.355555,10.114490,21536910
2000-06-23,16.333332,16.886665,16.133333,16.431110,10.161211,48757500
2000-06-26,16.311111,16.551111,16.000000,16.110001,9.962634,24536790
2000-06-27,16.046665,16.355555,15.915555,16.016666,10.008458,26857530
2000-06-28,15.955555,17.044443,15.933333,16.764444,10.475726,46707165
2000-06-29,17.088888,17.888887,16.967777,17.752222,11.092969,80790705
2000-06-30,17.556665,17.882221,17.377777,17.595554,10.995072,52716465
2000-07-03,17.733334,18.311111,17.000000,18.158888,11.347084,83566305
2000-07-04,18.222221,18.301111,17.892221,17.992222,11.242939,32791365
2000-07-05,17.777777,18.072222,17.513332,17.742222,11.086722,37335555
2000-07-06,17.544443,18.097776,17.357777,17.986666,11.239464,63287955
2000-07-07,18.111111,18.728888,18.002222,18.510000,11.566486,73629630
2000-07-10,18.580000,18.842222,18.278889,18.621111,11.635920,52347330
2000-07-11,18.490000,19.266666,18.379999,19.183332,11.987237,116786475
2000-07-12,19.222221,19.222221,18.555555,18.788889,11.740760,25869870
2000-07-13,18.844444,19.553333,18.401112,18.517776,11.571346,111546675
2000-07-14,18.600000,18.866667,18.222221,18.330000,11.454010,46524645
2000-07-17,18.245556,18.245556,17.111111,17.371111,10.854818,48396195
2000-07-18,17.187777,18.352222,17.186666,17.910000,11.191561,74547315
2000-07-19,17.808887,18.153334,17.377777,17.437777,10.896478,28799325
2000-07-20,17.379999,17.752222,16.933332,17.098888,10.684715,42449355
2000-07-21,17.177776,17.431110,16.590000,16.750000,10.466702,41353470
2000-07-24,16.523333,16.822222,16.266666,16.425554,10.263964,41103855
2000-07-25,16.145555,17.219999,16.145555,16.793333,10.493779,51129495
2000-07-26,16.777777,17.022223,16.139999,16.270000,10.166762,28042245
2000-07-27,16.177776,16.445555,15.577777,16.370001,10.229249,33789330
2000-07-28,16.533333,17.286667,16.361111,16.623333,10.387551,54894375
2000-07-31,16.590000,16.973333,16.355555,16.487778,10.302843,22842315
2000-08-01,16.577778,16.821112,16.295555,16.704445,10.438235,22151205
2000-08-02,16.641111,16.977777,16.512222,16.872223,10.543077,19092735
2000-08-03,16.997778,17.166666,16.600000,16.656666,10.408380,31750110
2000-08-04,16.695555,17.186666,16.490000,16.912222,10.568069,49501035
2000-08-07,17.000000,17.488888,16.955555,17.225555,10.763863,44228655
2000-08-08,17.311111,17.444445,17.058887,17.293333,10.806216,26270415
2000-08-09,17.288889,17.330000,16.888887,17.075556,10.670135,32865345
2000-08-10,17.155556,17.311111,17.000000,17.052221,10.655552,28594170
2000-08-11,17.088888,17.133333,16.691111,16.916666,10.570848,20701125
2000-08-14,17.000000,18.268888,16.755554,17.818888,11.134625,44661735
2000-08-15,17.818888,17.818888,17.818888,17.818888,11.134625,0
2000-08-16,18.397778,18.643333,17.756666,18.195555,11.369998,60696270
2000-08-17,18.186666,18.355555,17.666666,17.774445,11.106853,30045150
2000-08-18,17.799999,18.000000,17.468887,17.634443,11.019370,27087525
2000-08-21,17.555555,17.786667,17.224443,17.353333,10.843712,19640430
2000-08-22,17.500000,17.688889,16.916666,17.027777,10.640279,41503410
2000-08-23,17.165554,17.464443,17.004444,17.258888,10.784696,27180135
2000-08-24,17.307777,17.464443,17.006666,17.100000,10.685408,16098840
2000-08-25,17.200001,17.308887,16.846666,16.895555,10.557657,25558245
2000-08-28,16.844444,17.044443,16.733334,16.976665,10.608339,11451780
2000-08-29,16.911112,17.217777,16.911112,17.044443,10.650692,19062540
2000-08-30,17.111111,17.219999,16.799999,16.872223,10.543077,10148985
2000-08-31,16.837776,17.311111,16.799999,17.243334,10.774972,21257055
2000-09-01,17.243334,17.243334,17.243334,17.243334,10.774972,0
2000-09-04,17.377777,17.533333,17.100000,17.143333,10.712488,20557035
2000-09-05,17.218887,17.400000,17.111111,17.163334,10.724984,17462925
2000-09-06,17.175554,17.237778,16.853333,16.988888,10.615979,21631095
2000-09-07,17.066666,17.219999,16.922222,16.977777,10.609034,9221040
2000-09-08,16.988888,17.217777,16.888887,16.948889,10.590983,16205625
2000-09-11,16.997778,17.041111,16.822222,16.913334,10.568767,10282770
2000-09-12,16.888887,18.775555,16.888887,18.447777,11.527605,101217915
2000-09-13,18.662222,19.066666,18.222221,18.673332,11.668550,60865695
2000-09-14,18.557777,18.755554,18.235556,18.301111,11.435959,28144125
2000-09-15,18.422222,18.442223,17.780001,17.893333,11.181144,25085340
2000-09-18,17.777777,17.866667,17.245556,17.320000,10.822881,20260935
2000-09-19,17.225555,17.400000,16.666666,16.754444,10.469481,27610515
2000-09-20,17.155556,17.244444,16.866667,17.095554,10.682632,8048160
2000-09-21,17.200001,17.755554,17.046665,17.162222,10.724290,24553170
2000-09-22,17.091110,17.111111,15.835555,16.100000,10.060533,32197950
2000-09-25,16.555555,16.844444,15.955555,16.242222,10.149404,20773260
2000-09-26,16.248888,16.533333,16.004444,16.244444,10.150791,22048695
2000-09-27,16.066666,16.532223,16.044443,16.295555,10.182730,12863115
2000-09-28,16.308887,16.511110,15.603333,15.771111,9.855016,26245575
2000-09-29,15.996666,16.177776,15.733333,15.848888,9.903618,18193410
2000-10-02,15.848888,15.848888,15.848888,15.848888,9.903618,0
2000-10-03,15.838888,16.132221,15.622222,15.852222,9.905703,14850000
2000-10-04,15.977777,16.177776,15.887777,16.087776,10.052893,10416060
2000-10-05,16.153334,16.493334,16.012222,16.082222,10.049421,24849045
2000-10-06,16.174444,16.680000,16.174444,16.438889,10.272294,42335775
2000-10-09,16.402222,16.544443,16.111111,16.155556,10.095248,19270125
2000-10-10,16.218887,16.288889,15.913333,16.002222,9.999432,17326935
2000-10-11,15.888888,16.200001,15.662222,16.012222,10.005683,21467160
2000-10-12,15.901111,16.719999,15.890000,16.573334,10.356309,40555260
2000-10-13,16.444445,17.246666,16.222221,16.993334,10.618753,62946225
2000-10-16,17.000000,17.814444,17.000000,17.557777,10.971464,52089120
2000-10-17,17.555555,17.664444,16.412222,16.736666,10.458370,51219405
2000-10-18,16.670000,16.777777,16.356667,16.448889,10.278545,19813860
2000-10-19,16.333332,16.751110,16.223333,16.618889,10.384772,15353550
2000-10-20,16.796665,17.411112,16.556665,16.626665,10.389631,36547785
2000-10-23,16.556665,16.822222,16.488888,16.591110,10.367414,10233180
2000-10-24,16.561111,16.950001,16.561111,16.871111,10.542381,21719880
2000-10-25,16.888887,17.266666,16.688889,16.997778,10.621533,26837505
2000-10-26,16.935555,17.177776,16.584444,17.057777,10.659027,9572715
2000-10-27,17.046665,17.211111,16.778889,16.808887,10.503501,8790795
2000-10-30,16.933332,16.933332,16.556665,16.685555,10.426432,9598905
2000-10-31,16.677776,17.022223,16.611111,16.884443,10.550714,14140125
2000-11-01,17.044443,18.022223,16.801111,17.327778,10.827742,37464885
2000-11-02,17.417776,18.352222,17.417776,18.255554,11.407489,106614765
2000-11-03,18.333332,18.595554,17.911112,17.971111,11.229746,47377755
2000-11-06,17.914444,18.133333,17.845554,17.891111,11.179758,27526275
2000-11-07,17.823334,18.195555,17.823334,17.986666,11.239464,28610415
2000-11-08,18.066666,18.288889,17.423332,17.530001,10.954108,76375575
2000-11-09,17.383333,17.805555,17.046665,17.255554,10.782613,56895975
2000-11-10,17.134443,17.224443,16.823334,16.897778,10.559045,27372555
2000-11-13,16.844444,16.953333,16.622223,16.760000,10.472953,17508780
2000-11-14,16.840000,17.177776,16.744444,17.011110,10.629865,27886770
2000-11-15,17.243334,17.444445,17.045555,17.093332,10.681243,25740405
2000-11-16,17.066666,17.188889,16.778889,16.828888,10.515998,19507275
2000-11-17,16.731112,17.173332,16.724443,17.124443,10.700682,27236205
2000-11-20,17.173332,17.288889,17.035555,17.088888,10.678465,11925990
2000-11-21,17.066666,17.526667,16.955555,17.308887,10.815939,35336205
2000-11-22,17.486666,17.711111,17.356667,17.416666,10.883286,39996495
2000-11-23,17.294443,17.444445,17.223333,17.324444,10.825660,14391540
2000-11-24,17.375555,17.511110,17.267776,17.401112,10.873569,14585580
2000-11-27,17.420000,17.617777,17.357777,17.504444,10.938138,14263695
2000-11-28,17.488888,17.911112,17.488888,17.807777,11.127685,35543385
2000-11-29,17.790001,18.977777,17.733334,18.158888,11.347084,93096360
2000-11-30,18.222221,18.422222,18.111111,18.161112,11.348473,41597370
2000-12-01,18.044443,18.831112,18.000000,18.596666,11.620644,96293655
2000-12-04,18.644444,19.027777,18.511110,18.803333,11.749786,63960705
2000-12-05,18.933332,19.473333,18.801111,19.288889,12.053197,71503200
2000-12-06,19.555555,19.644444,19.000000,19.127777,11.952522,59356080
2000-12-07,19.066666,19.355555,19.024445,19.167776,11.977518,37197405
2000-12-08,19.144444,19.326666,19.000000,19.062222,11.911555,31824900
2000-12-11,19.066666,19.571112,18.935555,19.393333,12.118462,53463015
2000-12-12,19.586666,20.222221,19.345554,20.075556,12.544767,119532690
2000-12-13,20.219999,20.600000,19.997778,20.402222,12.748893,96600330
2000-12-14,20.555555,20.663334,20.068888,20.228888,12.640583,64264950
2000-12-15,20.200001,20.711111,19.700001,20.544443,12.837769,178941825
2000-12-18,20.223333,20.799999,20.223333,20.501110,12.810686,73116810
2000-12-19,20.422222,20.644444,20.177776,20.355555,12.719730,63580545
2000-12-20,20.000000,20.263332,19.622223,19.925554,12.451036,56774655
2000-12-21,19.777777,20.377777,19.580000,20.131111,12.579482,73522530
2000-12-22,20.400000,20.466665,19.799999,19.905556,12.438540,51006375
2000-12-25,19.905556,19.905556,19.905556,19.905556,12.438540,0
2000-12-26,20.066666,20.111111,19.182222,19.297777,12.058752,44654985
2000-12-27,19.266666,19.488888,19.035555,19.348888,12.090690,27791640
2000-12-28,19.431110,19.956667,19.377777,19.824444,12.387852,40510845
2000-12-29,19.943333,20.064444,19.714443,19.913334,12.443398,27087255
2001-01-01,19.977777,20.177776,19.719999,19.863333,12.412153,24715935
2001-01-02,19.906666,20.222221,19.906666,20.158888,12.596841,31447890
2001-01-03,20.088888,21.216665,20.000000,20.986666,13.114104,164613915
2001-01-04,21.100000,21.333332,20.480000,20.566666,12.851650,63363600
2001-01-05,20.511110,20.959999,20.401112,20.808887,13.003010,74853135
2001-01-08,20.716665,21.022223,20.057777,20.228888,12.640583,73069740
2001-01-09,20.222221,20.644444,20.155556,20.395555,12.744728,47450520
2001-01-10,20.400000,20.666666,20.097776,20.200001,12.622529,37807605
2001-01-11,20.222221,20.266666,19.888887,19.976665,12.482974,32868990
2001-01-12,20.053333,20.108889,19.311111,19.379999,12.110129,48254850
2001-01-15,19.444445,19.600000,19.155556,19.265554,12.038616,25372170
2001-01-16,19.311111,19.638887,19.157778,19.225555,12.013621,32736105
2001-01-17,19.733334,19.831112,19.292221,19.407778,12.127488,50869350
2001-01-18,19.477777,20.044443,19.333332,19.947777,12.464921,70973415
2001-01-19,20.106667,20.597776,20.044443,20.346666,12.714179,63931455
2001-01-22,20.400000,20.551111,20.125555,20.285555,12.675991,23274675
2001-01-23,20.288889,20.639999,20.177776,20.256666,12.657941,43920855
2001-01-24,20.208887,20.485556,20.000000,20.217777,12.633637,35342460
2001-01-25,20.222221,20.377777,19.822222,20.056665,12.532965,34863705
2001-01-26,20.056665,20.056665,20.056665,20.056665,12.532965,0
2001-01-29,19.888887,19.908888,19.383333,19.626665,12.264266,29031975
2001-01-30,19.696667,20.175554,19.668888,20.098888,12.559347,30374415
2001-01-31,20.222221,20.498888,20.022223,20.243334,12.649609,43301970
2001-02-01,20.266666,20.487778,19.756666,19.857777,12.408683,54466785
2001-02-02,19.802221,20.111111,19.608889,20.002222,12.498941,26490240
2001-02-05,20.022223,20.242222,19.694445,19.828888,12.390632,21051180
2001-02-06,19.823334,20.053333,18.888887,19.503332,12.187199,28649790
2001-02-07,19.111111,19.176666,17.206667,17.522223,10.949249,205652700
2001-02-08,17.697777,18.348888,17.446667,18.167776,11.352641,86119650
2001-02-09,18.244444,18.331112,17.822222,18.045555,11.276265,39431025
2001-02-12,18.000000,18.155556,17.613333,18.040001,11.272796,38308275
2001-02-13,18.044443,18.088888,17.672222,17.799999,11.122825,45382725
2001-02-14,17.775555,17.977777,17.622223,17.925554,11.201281,26542125
2001-02-15,17.986666,18.299999,17.934444,18.235556,11.394992,37915155
2001-02-16,18.266666,18.397778,17.935555,18.045555,11.276265,28568340
2001-02-19,18.044443,18.088888,17.446667,17.653334,11.031176,31128705
2001-02-20,17.664444,17.664444,17.233334,17.309999,10.816634,31615065
2001-02-21,17.155556,17.645555,17.022223,17.557777,10.971464,47368485
2001-02-22,17.555555,18.332222,17.511110,18.213333,11.381105,93465000
2001-02-23,18.222221,18.487778,17.844444,17.967777,11.227666,53333865
2001-02-26,17.822222,18.111111,17.583332,18.031111,11.267239,35660385
2001-02-27,18.066666,18.484444,18.044443,18.407778,11.502609,72559170
2001-02-28,18.334444,18.444445,16.888887,17.248888,10.778445,186087195
2001-03-01,17.000000,17.350000,16.622223,16.863333,10.537523,79206930
2001-03-02,17.000000,17.288889,16.600000,16.758888,10.472256,56165445
2001-03-05,16.775555,16.911112,15.968888,16.362223,10.224388,79109190
2001-03-06,16.362223,16.362223,16.362223,16.362223,10.224388,0
2001-03-07,16.733334,16.822222,16.200001,16.558887,10.347280,33345135
2001-03-08,16.777777,17.841110,16.600000,17.695555,11.057555,49000725
2001-03-09,17.555555,17.822222,16.888887,17.587776,10.990211,27141615
2001-03-12,17.644444,17.666666,16.956667,16.990000,10.616672,16497180
2001-03-13,16.688889,16.688889,15.533333,15.621111,9.761285,20640105
2001-03-14,15.333333,16.866667,15.288888,16.732222,10.455593,15770070
2001-03-15,16.666666,17.352222,16.644444,17.192223,10.743039,12591270
2001-03-16,17.133333,17.444445,17.088888,17.342222,10.836767,10735155
2001-03-19,17.333332,17.466665,17.138887,17.430000,10.891619,6638175
2001-03-20,17.466665,17.555555,17.144444,17.428888,10.890923,10457640
2001-03-21,17.244444,17.815556,17.144444,17.761110,11.098520,15861735
2001-03-22,17.840000,18.088888,17.733334,17.981112,11.235993,12475395
2001-03-23,18.088888,18.088888,17.711111,17.985556,11.238773,10415790
2001-03-26,17.822222,18.330000,17.822222,18.114445,11.319312,10627650
2001-03-27,18.111111,18.202223,18.023333,18.129999,11.329033,10948995
2001-03-28,18.166666,18.722221,18.155556,18.648888,11.653274,20751120
2001-03-29,18.494444,18.620001,17.977777,18.042221,11.274183,12304395
2001-03-30,17.977777,18.266666,17.968887,18.088888,11.303344,11166390
2001-04-02,17.827778,18.219999,17.400000,18.108889,11.315841,20729565
2001-04-03,18.044443,18.266666,18.022223,18.172222,11.355417,7367085
2001-04-04,18.116667,18.777777,17.933332,18.697777,11.683825,24529545
2001-04-05,18.697777,18.697777,18.697777,18.697777,11.683825,0
2001-04-06,18.866667,18.933332,18.511110,18.633333,11.643555,13617990
2001-04-09,18.666666,18.933332,18.577778,18.786667,11.739369,13821930
2001-04-10,18.760000,19.022223,18.488888,18.971111,11.854624,17438580
2001-04-11,18.977777,19.043333,18.313334,18.555555,11.594952,20989800
2001-04-12,18.444445,18.445555,17.888887,18.042221,11.274183,28710945
2001-04-13,18.042221,18.042221,18.042221,18.042221,11.274183,0
2001-04-16,17.913334,18.333332,17.836666,18.302221,11.436652,11668275
2001-04-17,18.222221,18.377777,18.022223,18.240000,11.397772,9309330
2001-04-18,18.200001,18.577778,18.111111,18.498888,11.559543,13582440
2001-04-19,18.628887,18.993334,18.488888,18.791111,11.742147,25058880
2001-04-20,18.955555,19.400000,18.468887,19.267776,12.040003,31256190
2001-04-23,19.311111,19.622223,19.158888,19.517776,12.196223,14642955
2001-04-24,19.553333,19.555555,19.111111,19.442223,12.149014,9393120
2001-04-25,19.447777,19.447777,19.222221,19.335554,12.082358,6015870
2001-04-26,19.488888,19.711111,18.711111,18.923332,11.824770,14308335
2001-04-27,18.555555,18.753332,18.044443,18.625555,11.638694,18486585
2001-04-30,18.555555,18.708887,18.444445,18.648888,11.653274,4781475
2001-05-01,18.648888,18.648888,18.648888,18.648888,11.653274,0
2001-05-02,18.663334,18.886665,18.488888,18.603333,11.624807,6399090
2001-05-03,18.555555,18.711111,18.511110,18.576666,11.608144,4136715
2001-05-04,18.633333,18.633333,18.317778,18.462221,11.536630,5783355
2001-05-07,18.444445,18.744444,18.444445,18.565556,11.601203,4292010
2001-05-08,18.622223,18.633333,18.222221,18.361111,11.473448,5319090
2001-05-09,18.355555,18.777777,18.002222,18.527777,11.577597,8065305
2001-05-10,18.533333,18.597776,18.000000,18.450001,11.528996,5552820
2001-05-11,18.444445,18.444445,17.824444,17.943333,11.212389,7800885
2001-05-14,18.117777,18.117777,16.891111,17.197777,10.746507,18630225
2001-05-15,17.133333,17.288889,16.535555,17.129999,10.704155,5887170
2001-05-16,17.177776,17.438889,16.711111,17.116667,10.695825,11357145
2001-05-17,17.222221,17.377777,16.844444,17.104445,10.688187,11680290
2001-05-18,17.133333,17.661112,17.133333,17.467777,10.915228,19250145
2001-05-21,17.333332,17.533333,17.111111,17.276667,10.795806,8897985
2001-05-22,17.355555,17.422222,17.078888,17.137777,10.709015,7721685
2001-05-23,17.218887,17.350000,17.177776,17.230000,10.766643,5608620
2001-05-24,17.155556,17.306665,17.045555,17.104445,10.688187,4167045
2001-05-25,17.111111,17.266666,16.935555,17.081112,10.673606,5703075
2001-05-28,17.222221,17.288889,17.088888,17.184444,10.738178,5109615
2001-05-29,17.244444,17.644444,17.158888,17.271111,10.792332,25641315
2001-05-30,17.766666,17.766666,17.266666,17.332222,10.830518,36589140
2001-05-31,17.444445,17.855555,17.266666,17.690001,11.054089,33023745
2001-06-01,17.707777,17.777777,17.088888,17.155556,10.720125,18020250
2001-06-04,16.933332,17.211111,16.805555,16.888887,10.553488,7647615
2001-06-05,16.822222,16.858889,16.288889,16.482222,10.299373,12267990
2001-06-06,16.733334,16.777777,16.555555,16.662222,10.411848,6461910
2001-06-07,16.581112,16.755554,16.223333,16.436666,10.270906,12051225
2001-06-08,16.288889,16.421110,16.066666,16.276667,10.170926,13354740
2001-06-11,16.388887,16.822222,16.266666,16.681110,10.423655,17660070
2001-06-12,16.666666,16.777777,16.558887,16.673332,10.418793,6795720
2001-06-13,16.444445,16.866667,16.444445,16.691111,10.429904,6221295
2001-06-14,16.690001,16.934444,16.495556,16.573334,10.356309,17944290
2001-06-15,16.466665,16.466665,16.000000,16.063334,10.037620,11770515
2001-06-18,15.916666,16.755554,15.916666,16.607777,10.377831,13563720
2001-06-19,16.775555,17.742222,16.600000,17.542221,10.961743,19606680
2001-06-20,17.664444,17.664444,17.026667,17.277777,10.796497,15289020
2001-06-21,17.311111,17.555555,17.126665,17.412222,10.880508,15463935
2001-06-22,17.444445,17.544443,17.333332,17.441111,10.898561,9869310
2001-06-25,17.362223,17.466665,16.891111,16.980000,10.610425,8897310
2001-06-26,16.918888,18.208887,16.782223,17.740000,11.085331,21003885
2001-06-27,17.666666,17.822222,17.133333,17.406666,10.877038,14137740
